id,name
107,"白鯨零件"
108,"L-002電纜"
109,"認證考試及格證書"
110,""
111,""
112,""
113,""
114,"活體樣本"
115,"米雅的通訊終端"
116,"綠燐大樹的種子"
117,"物資箱鑰匙"
118,""
119,""
120,""
121,"榴彈披薩"
122,"冷凍披薩"
123,"亞季柏的鑰匙"
124,"穆季柏的鑰匙"
125,"舞孃的服裝"
126,"紅色淚珠"
127,""
128,""
129,""
130,""
131,""
132,""
133,""
134,""
135,"新型兵器設計圖"
136,""
137,"召喚護目鏡"
138,"瑟尼拉帕水"
139,""
140,"吉爾多鑽石"
141,"哥魯波加記錄光碟"
142,""
143,"迪其的樹液"
144,""
145,"灰色鑰匙卡"
146,"長方形箱子"
147,""
148,""
149,""
150,""
151,""
152,""
153,"庫達的貨物"
154,""
155,"氣流結晶"
156,"守護者的靈鱗"
157,""
158,""
159,""
160,""
161,""
162,""
163,"眉月要塞的鑰匙"
164,"B.B.的左臂"
165,"L-002新型設備"
166,"神父的日記"
167,"火焰紅礦"
168,"浮游石碎片"
169,"染血的野獸毛髮"
170,"洛的吊墜"
171,"三把刀"
172,"珍珠項鍊"
173,"資料元件FN093"
174,"全套修理物資"
175,"阿葛聶巴合金"
176,"駕駛艙的殘骸"
177,"引擎殘骸"
178,"茲哈格的殘骸"
179,"破銅爛鐵"
180,"資料元件FN094"
181,"B.B.的頭部"
182,"B.B.的軀幹"
183,"B.B.的左腳"
184,"B.B.的右腳"
185,"防護罩解除鑰匙1"
186,""
187,"淨化苔蘚"
188,"盒式吊墜"
189,"星砂"
190,"紫色結晶"
191,"艾梅里亞的遺留物"
192,"儲存裝置"
193,"損壞的資料探測器"
194,"心形石"
195,""
196,""
197,"米坎德山的岩石"
198,"果果醬草"
199,"新型兵器的殘骸"
200,""
201,""
202,""
203,"樣本保存瓶"
204,"太陽系航行MAP"
205,"漢堡"
206,"熱狗"
207,"資料元件FN095"
208,"資料元件FN096"
209,"資料元件FN097"
210,"練習用資料探測器"
211,"劇毒化學炸彈"
212,"醫療用品套組"
213,"諾布魯絲線"
214,"資料元件FN098"
215,"傳說之劍"
216,"金剛不壞之刀"
217,"波爾坦毒素"
218,"鑰匙卡"
219,"特洛伊朗的格魯夸"
220,"秘藥"
221,"新型兵器的測試資料"
222,"防護罩解除鑰匙2"
223,"防護罩解除鑰匙3"
224,"佛格原礦"
225,"巨環的碎片"
226,"小方山遺跡的碎片"
227,"北方海岸的神秘石頭"
228,"通訊記錄的數據"
229,"生命體的醫療資料"
230,"能量儲存裝置"
231,"康納的通訊終端。 遭到原生生物襲擊的康納 在四處逃竄時弄丟了。"
232,"安裝在軍用車前方的擋風玻璃。 如今已成為珍貴的地球製零件。"
233,"將保琳當作母親般仰慕的青年所擁有的手錶。 背面寫著「願母親保琳保佑！」。"
234,"生長在夜光森林深處的奇妙大樹所產的蜜， 能使接觸到的植物成長得更加快速。"
235,"用來尋找古代諾彭傳說物品的雷達。 其性能相當優秀， 不管傳說電波多麼微弱都能捕捉到。"
236,"用來尋找古代諾彭傳說物品的雷達…… 但曾被吞進原生生物的肚子裡， 所以散發著強烈的臭味。"
237,"飢餓的莫伊莫伊所託付的一塊麵包， 充滿對哥哥的心意。"
238,"閃耀著深藍色光輝且價值連城的寶石。 其魅力能蠱惑人心，曾被某個小偷偷走過。"
239,"巨大的龍蝦布偶， 亦是血紅龍蝦藏身處的鑰匙。"
240,"看起來很可愛的龍蝦布偶， 但裡面其實藏著炸彈。"
241,"用青銅瓦薩爾蟲卡片換來的票券。 能在餐館免費吃一頓午餐。"
242,"用青銅亞勒聶蛛卡片換來的 茲斯豚的骨頭。"
243,"據說是加普西卡發明的便利狩獵道具…… 不太清楚該如何使用。"
244,"米拉動物收藏卡的青銅卡片。 上面有布拉塔蟲的圖案。"
245,"米拉動物收藏卡的青銅卡片。 上面有瓦薩爾蟲的圖案。"
246,"米拉動物收藏卡的青銅卡片。 上面有亞勒聶蛛的圖案。"
247,"米拉動物收藏卡的白銀卡片。 上面有希米兀猿的圖案。"
248,"米拉動物收藏卡的白銀卡片。 上面有仕托鷺的圖案。"
249,"米拉動物收藏卡的白銀卡片。 上面有盧梅戴爾的圖案。"
250,"米拉動物收藏卡的白銀卡片。 上面有芙里姆花蟲的圖案。"
251,"米拉動物收藏卡的黃金卡片。 上面有諾彭希波獸的圖案。"
252,""
253,"地球產的天然珍珠。 是無法在米拉獲得的珍貴物品。"
254,""
255,""
256,""
257,""
258,""
259,""
260,""
261,""
262,"弗斯戴克手上僅存的白色黃金。"
263,"打開巨大金庫所需的鑰匙。"
264,"打開巨大金庫所需的鑰匙。"
265,"打開巨大金庫所需的鑰匙。"
266,""
267,""
268,""
269,"字跡潦草的筆記，上面寫著： 「給提亞的……藏在…… 荒漠巖窟要塞的洞窟……誰……給提亞……」"
270,""
271,""
272,"分配給畢亞諾淨水場研究員的鑰匙卡， 有了這個就能打開設施的大門。"
273,""
274,""
275,""
276,""
277,"米拉水質研究團隊的副隊長[ST:wide ]— 亞裘厄的畢亞諾淨水場身分證ID卡。 使用設施內的設備時也需使用此卡。"
278,""
279,""
280,""
281,"為了長期保存而進行過乾燥加工的蛋糕。 是格蕾特喜歡的甜點。"
282,"裝有不祥液體的藥瓶。 瑪魯特圖試圖一飲而盡， 但剛喝進嘴裡就死了，所以沒有喝光。"
283,""
284,""
285,"與諾彭商隊領袖簽署的契約文件， 內容主要與施放煙火有關。"
286,""
287,"精靈諾彭彭為了考驗而賜予的物品。"
288,""
289,""
290,""
291,"畢‧歇札所打造的銀手鐲。 上面刻有畢‧歇札和蓋‧吉尤的名字， 以及「我們一起活下去吧」的句子。"
292,"將拉斯人的驕傲守護到最後一刻的蓋‧吉尤 所留下的遺物。 上面刻有「守護畢‧歇札直至永遠」的句子。"
293,""
294,""
295,"剛好能套進女性拜亞斯人手指的環狀硬石。 表面有銳利的尖刺， 還能將獠牙般的硬物鑲嵌進去。"
296,""
297,""
298,"扎扎詹放在大箱子中的重要貨物。 如果被拿來做壞事，後果將不堪設想。"
299,"傑佛瑞託付的收納膠囊。 裡面含有毒性極強的研究樣本， 需要小心處理。"
300,"葛拉漢託付的東西。這顆危險的燃料電池 原本搭載於外星人的神奇機器當中， 若處理不當，後果將不堪設想。"
301,"此借據上寫著： 「借了20000G 必定會還  尼歐」"
302,"非常小巧的戒指。 上面鑲嵌著閃閃發亮的藍色寶石。"
303,""
304,""
305,""
306,""
307,""
308,""
309,""
310,""
311,""
312,"歐爾菲人與奧瓦難以溝通的時候， 只要攝取這種香草便能恢復溝通能力。"
313,"札爾波加人吸收波爾坦毒素時 所使用的杖形吸收裝置。"
314,"被生命統治者吃掉的倫歐特南姆的右手。 在擊敗生命統治者時從肚子中掉了出來。"
315,""
316,""
317,"從魯路丘那裡拿到的特洛伊朗的格魯夸。 札爾波加人吸收波爾坦毒素時 會使用這個工具。"
318,""
319,""
320,"從白鯨殘骸中獲得的零件。可作為推斷依據， 只要分析該零件用於船內的何處， 就能推敲出休眠艙的墜落地點。"
321,""
322,""
323,""
324,"米拉水質研究團隊的隊長[ST:wide ]— 伊昂的畢亞諾淨水場身分ID卡。 具有使用設施內所有設備的權限。"
325,"在娜魯想要的白鯨零件內放入 大量子彈蒼蠅的恐怖物品。 若不小心碰到，子彈蒼蠅會飛出來傷人。"
326,"據說是塔茲父親曾經戴過的時尚墨鏡。 加加將墨鏡拋入大海， 祈望海水能將其送到逝者身邊……"
327,"為了讓NLA臨時自治政府與咚咚可商隊 簽訂友好條約而送來的簽名文件。 上面大大地寫著加加的簽名。"
328,"為了讓NLA臨時自治政府與多利安商隊 簽訂友好條約而送來的簽名文件。 上面大大地寫著茲姆吉的簽名。"
329,"拉斯製的機偶零件。 是學習拉斯人技術的珍貴樣本。"
330,"為了回到肉身時能夠使用， 傑佛瑞開發了這組生物用醫療用品套組。 裡面含有對抗米拉各種病原體的抗生素。"
331,"收容所的鑰匙。 該處關著被拜亞斯人強迫勞動的人們。"
332,""
333,"授予機偶駕駛執照考試合格者的證明。 持有此證明的人可購買與搭乘機偶。"
334,""
335,""
336,""
337,"從白鯨殘骸中獲得的零件。可作為推斷依據， 只要分析該零件用於船內的何處， 就能推敲出休眠艙的墜落地點。"
338,"曾在白鯨上使用的超高電壓電纜。 結構十分堅固，能夠承受漫長的航行， 現在也會用來修理NLA的設備。"
339,"機偶駕駛執照認證考試的及格證明。 收集完8張認證考試及格證書後， 交給瓦爾特就能獲得機偶駕駛執照。"
340,""
341,""
342,""
343,""
344,"貴重的資料盒。 裡面保存著地球上存在過的動物基因資訊。"
345,"米雅遺失的隨身終端。 裡面存放著能夠永久使用的點數。"
346,"綠燐大樹的種子。 這種樹在夜光森林中隨處可見。"
347,"釋放米雅所需的物資箱鑰匙。"
348,""
349,""
350,""
351,"起司跟臘腸配料是普通披薩的三倍， 分量十足。是軍旅披薩中最受歡迎的品項…… 不過此為配送中的商品，不可以偷吃。"
352,"瑪儂人最喜歡的披薩…… 但目前處於冷凍狀態，口感又冰又脆。"
353,"釋放奧爾‧巴狄雷歐所需的監視塔鑰匙。"
354,"釋放拉達‧巴狄雷歐所需的監視塔鑰匙。"
355,"以熱情的紅色為基調的拜亞斯舞孃服裝。 是已故的庫耶格為了提亞所縫製的衣裳。"
356,"透明度極高的深紅色寶石。 由於既漂亮又罕見，賣價十分高昂。"
357,""
358,""
359,""
360,""
361,""
362,""
363,""
364,""
365,"古羅伍斯正在開發的新型兵器的設計圖。"
366,""
367,"此護目鏡可讓配戴者看見 歐爾菲人才看得到的煙霧。"
368,"性質特殊的水，是歐爾菲人繁殖時的必需品。 這種水相當珍貴，在米拉上幾乎找不到。"
369,""
370,"閃耀著詭異光芒的鑽石。 裡面含有大量有害物質，要小心處理。"
371,"據說收錄著創造札爾波加的神[ST:wide ]— 哥魯波加樣貌的全像光碟。"
372,""
373,"受B博士所託帶回來的樹液， 看起來黑得發亮。"
374,""
375,"解除囚禁B博士的防護罩時所需的鑰匙卡。"
376,"謎題星人留下來的不明長方形箱子。 後方有不明的鑰匙孔。"
377,""
378,""
379,""
380,""
381,""
382,""
383,"搬運商庫達的貨物。 裡面放著客戶託付的各種重要物品。"
384,""
385,"混合後就能造出超高硬度建築資材的水晶。"
386,"生命統治者的鱗片。 此鱗片被獨特的靈氣包覆， 是諾彭用來製作秘傳中藥的材料。"
387,""
388,""
389,""
390,""
391,""
392,""
393,"眉月要塞的倉庫鑰匙。"
394,"依盧弗前搭檔的左臂。 上面有年幼時受傷所留下的巨大十字型疤痕。"
395,"在白鯨上製造的新型電磁波照射型培育設備。 雖然是半成品，但性能優秀，只需些許陽光 就能在無水無土的狀態下培育出大量食物。"
396,"小型的資料元件。 裡面存有姬芽里養父所寫的日記。"
397,"如火焰般閃耀著紅色光輝的礦石。 含有龐大的熱能， 目前被廣泛使用於NLA的各處。"
398,"具有浮力的浮游石碎片。 飄浮在米拉空中的浮游島 正是利用這種石頭的力量浮起來的。"
399,"迷妄山原生生物身上的獸毛， 上面沾有血漬。"
400,"洛從不離身的吊墜， 吊墜的頂部似乎是鑰匙。"
401,"佐‧查濟三位兄長留下的遺物。 為了保護佐‧查濟， 他們用這三把刀奮戰到了最後一刻。"
402,"姬芽里父親遺留的珍珠項鍊， 其材料是珍貴的地球天然珍珠。"
403,"存有最高機密的資料元件。"
404,"裝著一系列修理機偶所需物資的鋁製工具箱。"
405,"阿葛聶巴所精製的素材， 可用來修理機偶的裝甲板。"
406,"古羅伍斯的殲滅兵器「茲哈格」 駕駛艙區塊的殘骸。 路坦坦很想拿去當研究的材料。"
407,"古羅伍斯的殲滅兵器「茲哈格」 引擎區塊的殘骸。 路坦坦很想拿去當研究的材料。"
408,"古羅伍斯的殲滅兵器「茲哈格」的殘骸。 路坦坦很想拿去當研究的材料。"
409,"從茲哈格的殘骸中取出的東西。 看起來是某種零件， 但因徹底毀損而看不出原型。"
410,"存有最高機密的資料元件。"
411,"依盧弗前搭檔的頭部。 已被燒焦，無法得知他當時的表情。"
412,"依盧弗前搭檔的身體。 胸前刺著「The Immortal Heart」的字樣。"
413,"依盧弗前搭檔的左腳。 上面刺著「GO WEST」的字樣。"
414,"依盧弗前搭檔的右腳。 上面刺著「GO EAST」的字樣。"
415,"只要集齊3把鑰匙， 就能解開戴菲尼亞藏身處的護盾。 鑰匙分別由3位守護者保管著。"
416,""
417,"具有淨化作用的苔蘚。"
418,"裝著照片的盒式吊墜， 照片上是留在地球的雙親。"
419,"只能在白樹大陸採集到的白色細砂。 用顯微鏡看會發現砂粒呈現星形。"
420,"帶有不祥色彩的結晶。"
421,"在艾梅里亞古戰場出土的遺物。"
422,"神劍隊員遺失的儲存裝置， 裡面存有重要的資料。"
423,"被原生生物摧毀的資料探測器。 修理後或許還能使用。"
424,"心形的小石頭，除了形狀外沒什麼特別之處。"
425,""
426,""
427,"在米坎德山的地下洞窟中採到的岩石。"
428,"黏糊糊的，盡可能不想觸摸的雜草。 將其磨碎並與果實混合後 能做出非常美味的果醬，但顏色十分難看。"
429,"無偽真心堂試作兵器的殘骸。"
430,""
431,""
432,""
433,"裝有畢亞諾湖水的塑膠容器。 設計樸素，與其說是研究用具， 更像是用來裝飲用水的普通容器。"
434,"存有太陽系宇宙航行圖的資料元件。 從地球起飛，離開太陽系時會派上用場。"
435,"保琳特製的漢堡。 夾了三塊肉餅，分量十足。"
436,"陽光咖啡廳的招牌餐點， 總是熱騰騰又辛辣。"
437,"存有最高機密的資料元件。"
438,"存有最高機密的資料元件。"
439,"存有最高機密的資料元件。"
440,"專為笨拙的拉斯人設計的練習用資料探測器。 與一般資料探測器相比起來 開採率較低，缺乏實用性。"
441,"費芬不小心製造出來的超可怕化學兵器。 一旦爆炸就會使附近遭到污染， 需要小心處理。"
442,"古羅伍斯開發的醫療用品套組。 裡面保存著各種病原體的抗體， 以利他們能移居到所有侵略過的星球。"
443,"從諾布魯蛛形怪身上取得的珍貴絲線。 受到陽光照射後會反射周圍的景色而變透明。"
444,"存有卡斯提以前的研究者同伴試圖打造的 「次世代邊境網路」設計圖資料元件。"
445,"古代諾彭人留下的傳說之劍。 當劍鐔上浮現不明文字時， 會讓人覺得好像能發揮神奇的力量。"
446,"德‧勁格打造的頂級名刀。 無論裝甲有多麼堅硬都能劈開， 刀身絕對不留一點傷痕。"
447,"會腐蝕B.B.肉體的強烈有害物質， 但對札爾波加人來說卻是頂級的佳餚。"
448,"亞德利正在尋找的鑰匙卡，用途不明。"
449,"札爾波加人吸收波爾坦毒素時 所用的杖形裝置。"
450,"森波伊頓製作的歐爾菲人傳統秘藥。 喝下後將不受自我意識控制， 只能回答「Yes」。"
451,"從被摧毀的吉喬機偶中取出的記憶晶片。 裡面保存著使用櫻葉的新型兵器 跟原生生物戰鬥時的資料。"
452,"只要集齊3把鑰匙， 就能解開戴菲尼亞藏身處的護盾。 鑰匙分別由3位守護者保管著…… 但守護者忘記後就這樣被擱置在該處。"
453,"只要集齊3把鑰匙， 就能解開戴菲尼亞藏身處的護盾。 鑰匙分別由3位守護者保管著…… 但守護者忘記後就這樣被擱置在該處。"
454,"觸碰後就會像霧一般消散， 但只要給予強大能量便會結晶的神奇晶體。 弗萊將其命名為佛格原礦。"
455,"聳立在忘卻溪谷的巨環碎片。 從複雜的結構來看，應該是某種裝置， 但無從得知那到底是什麼東西。"
456,"在忘卻溪谷找到的古代遺跡碎片。 上面刻有奇妙的花紋。"
457,"佇立於忘卻溪谷的不明巨石碎片。 材質很神奇，既像石頭又像金屬。"
458,"從墜落在白樹大陸的休眠艙地點 回收的記憶晶片。裡面保存著 白鯨與其他移民船之間的通訊記錄。"
459,"從墜落在黑鋼大陸的休眠艙地點 回收的記憶晶片。 裡面保存著各種生命體的醫療相關資料。"
460,"安裝在武器上的擴充設備。 可增加發動快速填充時所需的 能量增益填充量。"
461,"解除護盾鑰匙α"
462,"解除護盾鑰匙β"
463,"解除護盾鑰匙γ"
464,"只要集齊3把鑰匙， 就能解除架在薩瑪爾遺跡的護盾。 從逃走的葛朵勒身上所找回。"
465,"香氣比普通的希努優尼蒜頭更佳的食材。"
466,"比普通的變色甜椒更有光澤和嚼勁的食材。"
467,"比普通的多波波拉花椰菜更為新鮮的食材。"
468,"最適合做成臘腸的茲斯豚上肩肉。"
469,"香氣四溢的希努優尼蒜頭"
470,"水嫩的變色甜椒"
471,"新鮮的多波波拉花椰菜"
472,"肥美的茲斯豚上肩肉"
473,"有機會在白樹大陸採集到的罕見天然 液體金屬。熱導率良好，能用來暫時冷卻。"
474,"熔融金屬莉赫素"
475,"生長在白樹大陸的樹木分泌的些微樹液。 由於黏度適中且熱阻低， 可用來當作天然的散熱油。"
476,"白樹的清樹液"
